Dataset,Original Rows,Columns,Type,Silhouettescore,DaviesBouldinscore,Calinskiharabazscore,Cohesionscore,Separationscore,RMSSTDscore,RSscore,XBscore,Adjustedrandomscore,Adjusted_mutual_info_score,Fowlkes_mallows_score,Normalizedmutualinfoscore,imbalanced_ratio_before_sampling,total_hypersphere,hypersphere_minority,hypersphere_majority,samplesperhypersphere,samplesperhypersphere_minority,samplesperhypersphere_majority,Average distance between class,overlapping,ComplexityMetric,WeightedCM,DualWeightedCM,TLCM,None,SMOTE,NearMiss,SMOTEENN,Randomoversampling,ADASYN,BorderlineSMOTE,SVMSMOTE,RandomUnderSampler,ClusterCentroids,NearMissversion1,NearMissversion2,NearMissversion3,TomekLinks,EditedNearestNeighbours,RepeatedEditedNearestNeighbours,AllKNN,CondensedNearestNeighbour,NeighbourhoodCleaningRule,InstanceHardnessThreshold,SMOTETomek,KNN,DT,GNB,SVM,RF,XGB,ADA,CAT,F1,G-mean,Accuracy,Precision,Recall,AUC-ROC,AUC-PR,BalancedAccuracy,CWA
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6961192941571378,0.7010791716054067,0.7035150645624103,0.7301686759785279,0.6012301360673719,0.7643945134370774,0.7883066199694367,0.08248860284258513,0.0043137114232291015
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.797086758749456,0.800452115765386,0.8012992188745418,0.7716746883138158,0.5938828605876009,0.8013198807030903,0.8529154720847888,0.08529543219808707,0.004750062119111402
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8493368876938098,0.8536364839446319,0.8550693448110952,0.7914096071632498,0.7206867464019432,0.9077287301747274,0.912972959040616,0.08472333959059623,0.0047108935229502715
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6936819929456964,0.7133680731535944,0.7182129762474094,0.7363757773132003,0.6470313998123446,0.795959109578218,0.8162692466059775,0.07138196120497005,0.0037010127034422
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8742125668817398,0.8741900359541317,0.8745895106009884,0.8235402249259615,0.7668338461268221,0.9336295848372981,0.9400193216698954,0.09105211406096363,0.005041721971724316
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8673474618002355,0.866410327813564,0.8664673999681174,0.8088643561610649,0.714301903962801,0.9287484649294707,0.9342254738880892,0.09141861088763743,0.004998907728436253
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8393467298863552,0.8350201638850968,0.8355332376853181,0.7812024020614351,0.6968524116137437,0.8995665719806546,0.8836379328162737,0.0918968445517118,0.005006727457567735
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8888679378697528,0.8874809597869638,0.8876215526861152,0.8127810075724994,0.7156649259821792,0.9334911640904856,0.9410554018542071,0.09299186555823724,0.005081957707401574
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.656759475412325,0.6649241443172969,0.6661645145863223,0.7236990358524592,0.5845095319681269,0.734402159239227,0.7698523574180984,0.07687073585407321,0.003278701161058896
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8202906951136866,0.8213941450634743,0.8225011956001914,0.7785558206257579,0.6025974575374918,0.822355479408592,0.8697651475971782,0.08937430328398692,0.0039097558924776335
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8281179138321996,0.8331595543091747,0.8355172963494341,0.7896883136288202,0.7116228680960166,0.900654341310101,0.90667040658668,0.08769523293792796,0.00381742620975766
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6862947968211127,0.7066494963665065,0.7117328232105851,0.7203920658553228,0.634287717755648,0.7705533034966635,0.792331334277455,0.07409631207023142,0.003218661118800011
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8711588355051854,0.8679230478353385,0.8697034911525586,0.8313675038842246,0.7523058356867609,0.9404529500105138,0.9397953094036625,0.0930655260648016,0.004081860930475268
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8499037410562752,0.8460085333988802,0.8469233221743981,0.8148738160277134,0.7185318803502141,0.9400930560688011,0.9429749585479397,0.09734705177834857,0.004205186332618867
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8517964269233306,0.8470113756873555,0.8485413677666188,0.797810038551618,0.7052956362037545,0.9175995291828262,0.9080298610807999,0.09568078759095422,0.004171925382004709
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8679052335143705,0.8633909906977252,0.8648015303682448,0.8131551540830744,0.7185903684789677,0.9392395133064332,0.9407878344261785,0.09628389668235117,0.0041822144782564874
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6526087645434379,0.6708243800973688,0.6742228598756576,0.7353865535571584,0.5737492407966422,0.7455428519526346,0.7767651341167134,0.07443467179886572,0.003519797793403148
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8216867598528589,0.8215923360926078,0.8224852542643074,0.7761732563956597,0.6058865833280453,0.8226251665714829,0.8687019068835012,0.09666775251617542,0.004621729091932614
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8482915636821078,0.85375924361503,0.855117168818747,0.7876786734598986,0.7315839199451254,0.9061339365367317,0.9156334290960332,0.0864431688832974,0.00409177087646449
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7048449742933478,0.7184618461967047,0.7214650087677347,0.7398896699844109,0.6507011956392597,0.8031271268581043,0.8212850008265259,0.08270195968794099,0.0040394667740923955
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8733193339128023,0.8726525381552269,0.8730033476805357,0.8217225089857187,0.7419122064867896,0.9268206838544798,0.9186094289469972,0.09297996212423783,0.004451791288031065
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8659980192846634,0.86388976338408,0.8648254423720708,0.8065971314489753,0.714580480132481,0.9312400383720973,0.9285877860181607,0.0953124167931411,0.004592080965359992
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8446277561202701,0.8418313428068847,0.8420452733939104,0.777038040976917,0.695164540485561,0.8925581273819255,0.8766615742875015,0.09590892676465106,0.0045712806361282695
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8745796779894418,0.8724815175372928,0.8729874063446518,0.809053967936474,0.7176395524663414,0.9374160921428029,0.9327687338640772,0.0935497626940384,0.0044898078095640705
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6696857705481051,0.6844634600158425,0.687350549976088,0.740642499941873,0.5867622129758051,0.7714936314014151,0.7902238854923338,0.06946167502088554,0.0026395579273521866
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8175069996693282,0.8215439785158579,0.8224693129284234,0.7809292560835616,0.5982401590625464,0.8223713433593501,0.8700573269276745,0.0797626879699248,0.002905102186948673
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.838987515580782,0.8454411910791774,0.8468754981667463,0.7912874548518524,0.7134075391236143,0.9042787874715849,0.9090459522059923,0.07930059523809524,0.002987734514335096
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.716671798128476,0.7289278623339847,0.7328790052606409,0.7367458572785517,0.6484873579539233,0.7986491379342523,0.8167903420746313,0.07182317773600667,0.0027811570285118906
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8705791583807065,0.8694471233052171,0.8696955204846167,0.8274690507055896,0.7383489243876902,0.9339188686452435,0.9240842808053614,0.08526394110275688,0.003222620714039237
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8765023047183158,0.8740931459742871,0.8745655985971624,0.8043957348512795,0.7150835032705832,0.9331135398508664,0.9228341092268103,0.08655310150375939,0.003262542274034559
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8230599368076342,0.824397821656933,0.8256974334449226,0.7808493505174745,0.6918021846698682,0.887874529213932,0.8844259130632057,0.0799407372598162,0.0028779591774210703
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8724390355075436,0.8709051279022925,0.8713215367447793,0.8084661380838378,0.7166844427062093,0.9354169232893995,0.9312833288743909,0.08538768796992481,0.0031776733839875785
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6359604585969572,0.625434221587129,0.6247818499127399,0.7113929714736645,0.5686818416687063,0.6588297048475501,0.7364420455622213,0.08283145350599896,0.004034722046855191
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8170603930756215,0.8059757715997451,0.8062827225130889,0.7889477614181386,0.6015398608202721,0.8065275304200573,0.8701991471447016,0.09299476690042296,0.004454619798105665
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8348858149006188,0.8324293701022705,0.830715532286213,0.8124660057999792,0.694333169859815,0.8930784991386799,0.9108308539842449,0.09065740957456088,0.00435801385802071
