Dataset,Original Rows,Columns,Type,Silhouettescore,DaviesBouldinscore,Calinskiharabazscore,Cohesionscore,Separationscore,RMSSTDscore,RSscore,XBscore,Adjustedrandomscore,Adjusted_mutual_info_score,Fowlkes_mallows_score,Normalizedmutualinfoscore,imbalanced_ratio_before_sampling,total_hypersphere,hypersphere_minority,hypersphere_majority,samplesperhypersphere,samplesperhypersphere_minority,samplesperhypersphere_majority,Average distance between class,overlapping,ComplexityMetric,WeightedCM,DualWeightedCM,TLCM,None,SMOTE,NearMiss,SMOTEENN,Randomoversampling,ADASYN,BorderlineSMOTE,SVMSMOTE,RandomUnderSampler,ClusterCentroids,NearMissversion1,NearMissversion2,NearMissversion3,TomekLinks,EditedNearestNeighbours,RepeatedEditedNearestNeighbours,AllKNN,CondensedNearestNeighbour,NeighbourhoodCleaningRule,InstanceHardnessThreshold,SMOTETomek,KNN,DT,GNB,SVM,RF,XGB,ADA,CAT,F1,G-mean,Accuracy,Precision,Recall,AUC-ROC,AUC-PR,BalancedAccuracy,CWA
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.7526315789473684,0.7566353894560921,0.7563451776649747,0.7697506953518407,0.6561346057824262,0.8263922490974958,0.853280578554168,0.07925539620454876,0.003991430430397068
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.879670742056233,0.87562391371341,0.8764805414551607,0.8396714575036882,0.7679837245802913,0.9412774846943964,0.9475099944786631,0.09331631174851514,0.0046985019105503885
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.8783821103504889,0.8759680323467682,0.8764805414551606,0.8333504342057027,0.7133878635471634,0.9450780289646962,0.9551762578917525,0.09177531508039982,0.004590316855282926
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8807068893079308,0.8735379661391086,0.8747884940778342,0.8097628602279151,0.6989258081778714,0.9188678866524449,0.9127241095543891,0.09532359119223525,0.004721802040504121
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8811876232519494,0.8775419284955112,0.8781725888324873,0.8332967857465298,0.713308124073401,0.9460753935947442,0.9552868839535223,0.0926218673040707,0.004641093670007517
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.7422517014230082,0.5516330930201611,0.6452991452991452,0.7598914888463604,0.6440129449838187,0.6472692453668284,0.7991095790905968,0.12544469517873774,0.008101153138935694
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.874076375638258,0.7981251265321626,0.8311965811965812,0.8375516167968998,0.630824713920088,0.803504715883626,0.9098294533404389,0.1265285837094348,0.00831154246067811
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8721131515358014,0.8423412823701767,0.8397435897435898,0.8868618337035912,0.6444829853068853,0.8922858474181049,0.9386611802134951,0.11106311340353893,0.00723460137930844
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7806484778998705,0.4704961658713474,0.6709401709401709,0.8110490825267492,0.5709318966428438,0.7124781202750426,0.836888737922043,0.15023264560498606,0.009641917379411996
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.897807099342737,0.8341330912060562,0.8632478632478633,0.8756338961116127,0.762432016128534,0.9200381442099861,0.9584942744401036,0.12916326384411492,0.008429018250633932
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9015263886053844,0.8370872704044111,0.8675213675213675,0.9058365434237273,0.6458381750380501,0.9279028225150058,0.9633429588077158,0.12938211906297012,0.008510645076923192
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8962087172208365,0.8209762612385236,0.858974358974359,0.8674058395301519,0.6273377380552535,0.8738892296700533,0.9082325682275169,0.13114997492657068,0.008551017408620206
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9042842420375914,0.843901034485475,0.8717948717948718,0.909310874602116,0.6480892730187947,0.9333505320287957,0.9686224966569629,0.12839100222078947,0.00836475813055866
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.8825354168740254,0.8288428033779486,0.8439787382363192,0.8673220107687314,0.7343740085030777,0.8995692451737977,0.9488550101795644,0.11368691434557378,0.004912311335100932
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.8901270540330769,0.8219672752605028,0.8505722086673638,0.8535885706743495,0.631945766440341,0.8265581054428243,0.9260765724781238,0.12342474206092958,0.005377488085784399
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.913483862737594,0.8922349290747725,0.8879690949227372,0.9016129978248593,0.7274677349878219,0.931444979286213,0.9667294509718379,0.11379740841189893,0.00492856660452589
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.8558014696115553,0.8053556467231885,0.8133350761008481,0.8964252820510369,0.6224099399095157,0.8788792280666312,0.9414024488509662,0.1163516868282463,0.005008878337172441
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.9233139852774706,0.8823284490183486,0.8967555478099222,0.8962753065620909,0.8195986580032978,0.956956025128498,0.9812535285402069,0.1215951325211302,0.005258100124605557
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9242288928821436,0.8740869066772312,0.8967119786220518,0.9224373216304401,0.6457160122958879,0.9497103695847272,0.975920031857398,0.12661759008136383,0.005477393586581457
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9107381579971751,0.8464656573642353,0.8770187057046591,0.9151510492626281,0.6400110182084536,0.9386093725516096,0.9645280032195203,0.12736665375177578,0.005512166701909962
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9268365171002086,0.8854196925217179,0.9011415127222029,0.9257893379641357,0.6476970323967087,0.9570265776213399,0.981134353648153,0.12298276579562904,0.005313758114780918
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.7100016998130206,0.7163325819518161,0.7191491041124003,0.7534510563283888,0.6078658000416994,0.7990809073810189,0.8226954563583795,0.08056758056758058,0.004181082631057524
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9181976328033432,0.9186578549657467,0.9188570526481964,0.8066944295422375,0.6384711381855871,0.91887175582207,0.9396522114070339,0.08960601687874414,0.004637535325815516
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.9357708222640841,0.9364651484663783,0.9366721919646381,0.7986024849798071,0.805520935840685,0.9494568368083086,0.9613957535587053,0.08907691634964361,0.004642068274888937
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.7481893971797396,0.7589188090523247,0.7613465940484648,0.7548699524357428,0.6630020940415001,0.8265854555602994,0.8479015921993199,0.08272771000043727,0.004376348840938564
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9488237303019954,0.9493618753556375,0.9496566421974899,0.8623356823400684,0.8324170026787344,0.9760611442867907,0.9845728914749844,0.08958415322051687,0.004653233166751936
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9503550271683622,0.9509921235177172,0.9512826584576525,0.8359689642783686,0.7387676121220689,0.9775742263474654,0.9845367579402929,0.08905505269141634,0.004638935832129391
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9364156527437512,0.9365814497828012,0.9366879785302707,0.8327486135487495,0.7364179756837975,0.9710660020441394,0.9801064005629393,0.09176614631160085,0.004757480400912689
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9489739007229225,0.9494450161787764,0.9496487489146735,0.8356806192232975,0.7381981402851464,0.9771549867944161,0.9846068912340172,0.0906642179369452,0.004722620846148506
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.7694198504834552,0.7677195447782098,0.7683553597650515,0.7597824214666034,0.6523351150738202,0.8429054866893466,0.8499134716702553,0.09500550387302494,0.012128620975721904
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.8660166886253843,0.8649565180532898,0.8650784450112065,0.7871632591094894,0.6236522969173178,0.8650959995859856,0.8984804636483722,0.09896159477186528,0.013419218202638606
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8575656364943135,0.8625724103389559,0.8636164567071128,0.7979000910445131,0.7404749770037528,0.9246502894922966,0.9276104540337612,0.09333504381754167,0.012905593547557747
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7553651782623745,0.7665087196997735,0.7683489192879409,0.7589991353436233,0.6668442951099975,0.8354292811675207,0.8516591555869573,0.08290359257620412,0.011060715353559633
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.896185901305612,0.8956444438998349,0.895870366076719,0.8505043783519377,0.7852593693892066,0.9553428511246028,0.9572958121430281,0.0986358814837582,0.013239268151989406
C:/Ronald/uOttawa/CSI 6900/Metallic-main/Dataset2\Australian.csv,690,14,0,0.2922380722957008,1.4036249387237876,318.9702110611174,9822782.519691166,4554033.449874053,31.934419601482524,0.3167623108979516,0.5239949166730065,0.025605108367305295,0.015373738382860849,0.5219350725041544,0.016420781965153924,0.8015665796344648,226,108,118,3.0530973451327434,2.8425925925925926,3.2457627118644066,16.623276853055575,0.35121605002846756,0.3973941368078176,0.3745928338762215,0.36482084690553745,0.16612377850162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8859931509257502,0.8855491230935413,0.8856235669938428,0.8253116028167117,0.7301903963021049,0.9605124699135926,0.9629620471672157,0.09947050062428257,0.013436545950120539
